user_id,article_1,article_2,article_3,article_4,article_5
213164,272143,206606,160417,162655,285808
213165,234813,161506,29953,236338,183176
213166,272143,160417,285808,162655,206606
213167,236207,50644,286321,158461,166377
213168,160417,128707,124350,234813,36605
213169,0,96210,54496,292390,160557
213170,338340,124749,313996,128957,272143
213171,0,292390,54496,96210,160557
213172,124748,96210,236566,73506,111043
213173,71236,157798,363916,236610,243328
213174,160417,272143,214206,160974,63307
213175,225019,336223,61594,313431,272143
213176,160417,272143,156624,160974,218337
213177,160417,284547,87224,233658,313431
213178,272143,162655,198659,160417,288980
213179,162655,272143,160417,124748,160974
213180,158047,285343,70999,160417,83534
213181,286128,292390,337143,199372,338350
213182,324823,156624,160417,124350,284985
213183,160417,124176,160131,199198,277068
213184,272143,162655,160417,285808,206606
213185,124350,123289,324823,124176,225019
213186,272143,64329,160417,224658,273395
213187,293514,288440,343256,285435,161580
213188,336380,286128,124350,124228,285377
213189,96755,70999,272242,289090,234267
213190,59057,207720,96480,160417,272143
213191,158536,272143,160974,0,218337
213192,272143,224658,64329,198659,273395
213193,162655,272143,70215,158536,160974
213194,64409,95977,182256,272143,48403
213195,108857,337143,124177,342452,157078
213196,271551,224658,313431,162655,300470
213197,96586,20691,205873,50504,160417
213198,162655,272143,285343,83534,119193
213199,158047,124350,234814,243328,124734
213200,51989,70214,70591,70429,202636
213201,162655,64329,198659,273395,160417
213202,62764,276946,166377,336245,156723
213203,9308,157078,337441,207994,285435
213204,87224,315105,233658,272143,87236
213205,160417,272143,160974,166283,236171
213206,289090,215993,285343,300470,277491
213207,272143,119193,160417,162655,224658
213208,162655,160417,64329,166581,271551
213209,272143,156624,124748,336380,234269
213210,288440,96210,337441,206763,119522
213211,160417,162655,218337,272143,162765
213212,271261,336223,128707,336221,270229
213213,160417,64329,218337,233658,272143
213214,337143,31836,336380,286128,313996
213215,0,96210,54496,292390,160557
213216,160417,162655,272143,160131,162765
213217,160417,64329,156624,124350,199198
213218,288435,47854,277492,119534,235616
213219,159938,161801,348111,214283,161506
213220,160417,162655,272143,124748,158536
213221,272143,324823,214206,59057,289090
213222,215993,141004,214206,59057,50569
213223,0,96210,54496,292390,160557
213224,225019,272143,225055,119193,162655
213225,214206,156447,160715,218337,64329
213226,233658,64329,199198,160417,225463
213227,162655,272143,160417,140528,292390
213228,58580,203288,272143,158192,284410
213229,160417,162655,272143,156624,158536
213230,87224,233658,272143,324823,199198
213231,162655,124749,198659,124350,64329
213232,31520,124228,96077,233658,336380
213233,160417,272143,162655,119193,324823
213234,0,140399,282964,85396,145237
213235,272143,336223,336476,59057,31836
213236,272143,31836,160417,162655,123757
213237,160417,160974,31836,182394,166580
213238,160417,87224,272143,303565,166377
213239,160417,64329,273395,199198,272660
213240,96586,160417,162655,205846,336245
213241,336245,272143,288435,58235,289090
213242,225019,284547,235230,156624,48403
213243,124350,272143,160940,123826,64329
213244,31836,336223,59057,119193,162655
213245,160974,0,162655,124748,160417
213246,108856,39894,284622,337435,96077
213247,58619,208970,124350,161580,123289
213248,162655,160417,271551,64329,166581
213249,160417,160974,96210,162655,128260
213250,0,54496,292390,96210,160557
213251,285343,166581,303331,236171,273395
213252,285343,198659,324823,124350,123289
213253,162655,272143,273395,158536,160974
213254,123289,59057,63307,124176,324823
213255,156723,236553,209013,284410,161506
213256,96755,70999,83534,124350,160940
213257,160417,160974,162300,337082,158536
213258,157478,70646,234269,285343,29953
213259,160940,225463,257291,224658,285808
213260,160417,166581,289090,162655,64329
213261,285808,272143,166581,162655,233658
213262,124749,0,124337,162300,124755
213263,157078,118391,83534,285719,160748
213264,0,54496,292390,96210,160557
213265,257291,96755,124350,233717,156624
213266,285808,324823,272143,234813,224658
213267,160129,87192,285808,70646,324823
213268,87224,324823,273395,224658,166581
213269,156447,124350,225463,162655,87224
213270,276970,160417,273395,161425,149623
213271,158536,273395,162655,272143,156624
213272,276970,257291,111210,236207,156723
213273,285808,124749,313996,160940,140528
213274,233478,233717,162655,156624,297639
213275,243328,199474,165990,97616,62463
213276,162655,160417,64329,313431,198659
213277,272143,160417,162655,285808,206606
213278,160417,162655,160974,162765,272143
213279,272143,285808,160417,162655,206606
213280,272143,285808,160417,162655,199198
213281,272143,160417,162655,285808,206606
213282,162655,285808,160417,198659,166581
213283,160417,324823,272143,124749,124350
213284,272143,225055,225019,162655,119193
213285,160417,272143,160974,158536,199198
213286,16129,285808,160129,224658,207603
213287,160417,162655,158536,160974,124748
213288,206735,202416,202388,202493,202534
213289,0,54496,96210,160557,292390
213290,64329,166581,224658,288440,175040
213291,108858,237822,218028,83534,160748
213292,83534,31520,313431,285343,338340
213293,0,96210,54496,292390,160557
213294,162655,272143,198659,160940,160417
213295,0,54496,96210,292390,233688
213296,224658,324823,162655,160417,198659
213297,124350,202355,156447,50504,337441
213298,276970,286321,160417,156723,162655
213299,284410,59681,243328,32082,285414
213300,0,96210,54496,160557,292390
213301,233658,124180,190999,272143,129434
213302,156624,160417,324823,158536,36605
213303,284410,323550,276970,162655,160417
213304,272143,198659,160417,133160,214206
213305,272143,225019,225055,119193,162655
213306,272143,198659,213877,272660,156447
213307,289126,224658,285808,272143,324823
213308,160417,156624,324823,162655,273395
213309,288435,215993,233742,336220,159938
213310,202493,156723,58580,236566,70646
213311,272143,285808,160417,162655,206606
213312,36394,272143,270229,129165,336221
213313,289079,83383,283437,352902,277486
213314,284547,236338,207994,324823,156619
213315,273395,64329,272143,161425,160417
213316,160417,160974,272143,158536,166283
213317,160417,272143,87224,284547,166581
213318,272143,48403,161506,324823,224658
213319,272143,162655,199198,160417,64329
213320,352983,64409,50644,336221,206934
213321,324823,187065,166581,271261,284547
213322,161439,111043,156624,313602,215993
213323,272143,234269,313431,285808,285343
213324,160417,64329,160974,272660,166581
213325,160129,87224,156355,108856,31520
213326,300470,156624,162655,182394,166581
213327,354086,205873,58580,119534,285435
213328,140528,162655,272143,272753,119193
213329,31520,236566,270229,194289,42298
213330,284410,276970,64329,156624,160974
213331,272143,324823,160940,162655,224658
213332,254265,285808,225019,272143,199474
213333,36605,16129,87224,156447,156619
213334,159762,166377,160132,156808,160417
213335,156624,96755,124350,124749,111210
213336,285808,160417,162655,198659,324823
213337,324823,175040,233658,243328,224658
213338,160417,162655,272143,199198,284985
213339,277107,156624,284410,272143,160715
213340,0,96210,54496,292390,160557
213341,166580,225463,285808,272143,160417
213342,162655,272143,0,119193,160974
213343,272143,160417,285808,162655,206606
213344,285719,166581,324823,285343,214800
213345,272143,303565,166581,128260,47854
213346,234813,336380,235616,324823,271261
213347,162655,0,297906,272143,183176
213348,313996,190999,353672,159275,235028
213349,160417,162655,160974,272143,162765
213350,160417,160974,272143,166283,158536
213351,162655,160417,156624,336223,272143
213352,160096,96755,36394,124350,207994
213353,271551,313431,300470,225019,218028
213354,276946,285435,233478,96074,58193
213355,0,273208,63304,298599,161179
213356,160417,162655,156624,272143,158536
213357,160417,162655,160974,162765,272143
213358,87224,224658,324823,285808,160417
213359,324823,64329,87224,160417,166581
213360,160417,162655,160974,272143,162765
213361,160417,214206,129029,161506,313431
213362,20691,160131,129434,285377,15653
213363,272143,48403,119193,160974,31836
213364,160417,162655,162765,156624,272143
213365,313431,225019,234698,31836,336221
213366,0,96210,54496,257291,168623
213367,272143,162655,119193,64329,324823
213368,225010,205824,166514,207982,118391
213369,215993,161580,337441,160417,96210
213370,272143,285808,160417,162655,206606
213371,233658,286350,324823,123756,284985
213372,236566,58580,283764,313920,284773
213373,272143,285808,160417,162655,206606
213374,225010,71161,58580,162300,65991
213375,162655,158536,272143,160974,218337
213376,324823,293050,190999,129165,128957
213377,156624,272143,313431,234267,313920
213378,162655,64329,160417,198659,324823
213379,0,54496,292390,96210,168623
213380,215993,159938,111043,128260,119534
213381,162655,160417,277107,64329,273395
213382,0,96210,54496,292390,160557
213383,234813,352983,234698,255354,47718
213384,313431,272143,206763,63307,160417
213385,162655,272143,272660,273395,300470
213386,272242,205948,159582,235804,202632
213387,0,292390,160557,54496,96210
213388,0,96210,54496,160557,292390
213389,272143,206606,162655,285808,273395
213390,272143,285808,162655,160417,206606
213391,162655,160417,166581,313431,64329
213392,257291,166377,284422,160417,162765
213393,338340,313431,324823,128957,160417
213394,63307,87224,161506,272242,303565
213395,160417,162655,166581,64329,271551
213396,58580,208150,313920,96210,300470
213397,324823,285808,166581,198659,162655
213398,162655,158536,272143,160974,64329
213399,214206,214549,234267,166377,236553
213400,272143,162655,160417,199198,64329
213401,0,292390,54496,96210,160557
213402,202355,288827,283009,124228,218028
213403,324823,233658,289090,336220,243328
213404,160417,198659,64329,87224,199198
213405,286128,31520,206462,293062,284470
213406,87192,233658,32088,160940,337441
213407,336254,58606,183176,277492,276946
213408,272143,162655,324823,272660,160417
213409,87233,87178,124748,162300,0
213410,160417,31836,276970,124228,272143
213411,0,292390,96210,54496,160557
213412,233658,87224,218337,303565,133160
213413,160417,160131,111043,277491,300470
213414,225019,272143,225055,119193,235616
213415,303565,160417,63307,273395,162655
213416,283505,336254,283009,277107,288827
213417,272143,225019,225055,119193,162655
213418,272143,162655,273395,160417,199198
213419,123290,124748,324823,285343,337082
213420,233658,272143,224658,160417,218337
213421,129165,293050,96480,95716,293114
213422,270229,324823,31520,338340,299697
213423,288440,124228,285435,300470,123289
213424,124350,124176,128957,324823,157078
213425,273395,285808,198659,336380,272143
213426,284547,272143,235230,199197,206168
213427,276970,156723,235440,96755,257291
213428,0,96210,54496,160557,292390
213429,0,96210,292390,54496,160557
213430,285849,271551,225019,158192,272218
213431,64329,160417,162655,87224,166581
213432,124228,156447,124748,162655,160974
213433,96755,337735,124749,293114,338340
213434,313431,235230,96877,300470,271551
213435,0,292390,96210,54496,160557
213436,272143,198659,162655,273395,160417
213437,0,160557,96210,292390,54496
213438,0,96210,54496,292390,160557
213439,206763,199474,284583,225019,215993
213440,272143,285808,160417,162655,206606
213441,160417,162655,160974,162765,272143
213442,336245,288435,285377,337441,194289
213443,336380,124749,123756,140528,124748
213444,159938,285414,156843,182394,59057
213445,160129,243328,194645,162655,162139
213446,313431,285435,271551,161602,234192
213447,272218,140528,338339,277068,96755
213448,272143,162655,160417,285808,206606
213449,160417,156624,235230,348111,64329
213450,270607,156447,245161,57748,63307
213451,272143,160417,285808,162655,206606
213452,303331,87205,63307,87224,324823
213453,272143,199198,64329,59057,166581
213454,272143,160417,285808,162655,206606
213455,157478,162655,272143,235616,156843
213456,272143,225055,225019,224658,162655
213457,300470,271551,284985,156447,313431
213458,124352,123818,272143,123290,160417
213459,198659,160417,285808,64329,324823
213460,272143,225019,225055,119193,224658
213461,272143,162655,160417,64329,285808
213462,293050,289090,277491,48403,160940
213463,59057,272143,257291,63307,236566
213464,288980,272143,162655,198659,160417
213465,123909,162655,233717,323550,160417
213466,65991,236566,233658,87224,236610
213467,160417,272143,225055,156447,199198
213468,272143,285808,162655,234269,234813
213469,160417,160132,166377,285343,160131
213470,156624,218337,156447,166377,313431
213471,273395,324823,175040,272143,285343
213472,87224,62764,87174,363910,87231
213473,123368,156723,38625,257291,124748
213474,331116,276946,313431,271261,96077
213475,324823,64329,285343,285808,272218
213476,124549,156723,284452,205948,338339
213477,161775,324329,235824,225019,124176
213478,160417,162655,215993,119534,162765
213479,285808,198659,162655,324823,160417
213480,276946,159938,214206,162655,272143
213481,272143,225019,225055,119193,162655
213482,255688,298687,272218,70999,225335
213483,283238,273395,324823,111043,277491
213484,87224,162655,285808,64329,198659
213485,108858,119193,336223,225019,354086
213486,160417,160974,272143,166283,64329
213487,160417,272143,162655,140676,288980
213488,288435,283437,324823,87224,289090
213489,158541,315146,160940,270229,288435
213490,158047,303331,87224,324823,128551
213491,162655,160417,272143,124748,160974
213492,160417,272143,64329,160974,273395
213493,324823,161506,236553,277068,203288
213494,272143,162655,199198,160417,273395
213495,160715,235230,168623,124748,199197
213496,205873,38625,63307,58580,70215
213497,160417,162765,158536,156624,272143
213498,160417,272143,160974,158536,166283
213499,207982,206735,159190,208596,160131
213500,95977,211442,96480,182256,141004
213501,234192,162655,160417,64329,199198
213502,224763,289003,285343,300470,70214
213503,276970,272143,168623,257291,108855
213504,0,96210,292390,54496,168623
213505,272660,300470,160417,158536,96210
213506,300470,141004,285377,162655,96210
213507,50504,111043,84942,183176,50405
213508,16129,233658,324823,283009,108857
213509,272143,162655,160417,198659,64329
213510,123613,233658,190999,293050,128551
213511,272143,162655,199198,160417,168623
213512,289126,156723,272143,293301,129029
213513,324823,224658,175040,166581,198659
213514,272143,324823,64329,285808,225055
213515,111043,120967,183176,162655,283505
213516,272143,31836,160417,162655,119193
213517,159790,235028,64409,172576,270229
213518,272143,285808,160417,162655,206606
213519,16129,128551,123613,336380,299841
213520,207024,208360,203199,205846,272143
213521,162655,64329,160417,198659,199198
213522,160417,214206,58193,272143,64329
213523,208531,207024,254265,206606,203890
213524,272143,207982,159196,276970,160974
213525,58580,65991,225019,38625,158192
213526,160417,162655,166581,273395,160131
213527,0,292390,96210,54496,160557
213528,162655,324823,47854,289090,313431
213529,63307,160417,289090,272143,64329
213530,140528,206934,145472,198659,124549
213531,324329,313996,293050,337735,284985
213532,272143,225055,300470,64329,183176
213533,162655,181489,158536,160417,270229
213534,311693,124337,123613,0,206763
213535,160417,160974,272143,166283,158536
213536,272143,285808,162655,206606,199198
213537,64329,285808,272143,233658,225055
213538,277107,175040,272143,64329,16087
213539,276970,162655,160417,64329,324823
213540,31520,301030,160940,337441,124734
213541,124350,156624,162655,124352,118391
213542,315146,202355,236566,215613,199372
213543,202637,215993,208360,235114,199474
213544,272143,236338,48403,31520,140528
213545,0,96210,54496,160557,292390
213546,313431,271551,283776,157478,236338
213547,233658,162718,337441,83534,271677
213548,324823,166581,64329,276970,224658
213549,313995,199114,276946,271551,257291
213550,209294,207469,166581,285808,156654
213551,0,160557,96210,292390,54496
213552,64329,272143,166581,160417,324823
213553,324823,233717,272143,236553,64329
213554,272143,160417,162655,285808,206606
213555,162655,158082,160417,272143,300470
213556,208981,159190,158047,224658,149622
213557,0,96210,54496,292390,168623
213558,160417,162655,285808,300470,324823
213559,162655,273395,272143,64329,160974
213560,245161,160417,293514,58637,270607
213561,233478,272143,58606,293301,233717
213562,0,63304,160417,162655,234567
213563,289126,313431,161439,276970,129029
213564,336254,87192,160417,111043,324823
213565,288980,149623,162655,41452,273395
213566,158536,162765,160974,156447,166283
213567,160940,276970,336380,272143,83534
213568,324823,162655,273395,198659,160417
213569,0,54496,96210,292390,160557
213570,36605,272143,124749,159762,284547
213571,0,96210,54496,292390,160557
213572,160417,272143,162655,285808,206606
213573,285719,211941,159938,233420,235804
213574,158536,156624,156447,87224,300470
213575,83534,303331,271551,257291,218028
213576,160417,162655,156624,272143,119193
213577,0,54496,96210,292390,160557
213578,156624,160417,124350,272143,284422
213579,236338,96077,161506,284602,257291
213580,207994,272143,324823,206606,198659
213581,72335,172576,72337,169175,64409
213582,124749,124748,160417,160940,156624
213583,162655,160417,64329,166581,119193
213584,236338,288321,42693,62567,128551
213585,160417,64329,273395,160974,166581
213586,0,96210,292390,160557,54496
213587,161425,272143,59758,59057,336254
213588,234813,336223,235616,284547,272143
213589,336607,162655,243328,272143,31836
213590,271261,324823,337441,255354,285343
213591,162655,158536,272143,160974,218337
213592,124350,124176,158082,284985,257291
213593,272143,160417,162655,285808,206606
213594,272143,289090,124228,336221,324823
213595,270229,31520,190999,234698,289186
213596,211415,123290,123818,123564,233478
213597,233658,160974,124748,162655,161425
213598,270229,289090,324823,59057,83534
213599,271551,313431,300470,225019,162655
213600,160417,162655,162765,160974,96210
213601,285435,64329,123289,156447,308907
213602,160417,162655,162765,272143,160974
213603,215993,277107,36162,206763,39894
213604,162655,160417,272143,285808,160131
213605,166283,158536,272143,160417,160974
213606,162655,160417,166581,198659,64329
213607,162655,168623,285343,157332,87224
213608,272143,162655,160417,199198,64329
213609,272143,206606,285808,160417,162655
213610,225019,271261,336221,83534,129434
213611,160417,162655,160974,272143,162765
213612,58193,202388,58619,285533,284442
213613,58580,209236,63307,65991,234006
213614,234813,234267,234269,237293,208531
213615,160417,303565,272143,273395,87224
213616,237822,48403,270607,162378,331116
213617,141000,124176,124350,124732,166302
213618,272143,300470,225055,199198,273395
213619,96480,123826,324823,124350,272143
213620,162655,162300,160417,300470,225463
213621,272218,274907,233549,83534,218337
213622,272143,289090,111043,285808,160131
213623,272143,64329,160417,87224,162655
213624,324823,162655,313920,160417,336476
213625,160417,273395,64329,272660,160974
213626,233658,270229,225019,194645,141894
213627,324823,123613,156654,160940,128957
213628,160417,272143,160974,64329,273395
213629,160417,158082,162300,124228,123818
213630,87192,160417,160974,162655,162300
213631,225019,336223,48403,160417,233658
213632,162655,160974,272143,73506,124748
213633,160417,214206,162300,234269,336221
213634,235028,182394,161506,315104,65991
213635,160417,300470,166581,285808,182394
213636,64329,157478,235028,233658,215993
213637,0,54496,96210,168623,233688
213638,157478,156964,235616,29953,277107
213639,160417,156624,272143,162655,124350
213640,160417,162655,156624,166581,300470
213641,233658,87224,285808,206606,324823
213642,162655,64329,160974,124748,272143
213643,183176,119534,272143,162655,283505
213644,336380,293218,233658,235886,158047
213645,63307,283505,202355,183176,277491
213646,235440,160417,336245,96755,283238
213647,277067,214109,225019,225010,71035
213648,285808,272143,206606,273395,160417
213649,272143,285808,162655,160417,206606
213650,162655,158536,272143,160974,0
213651,162655,160417,272143,160974,119193
213652,272143,162655,160417,273395,64329
213653,272143,36605,87228,336220,107271
213654,162655,175040,156624,273395,272143
213655,225463,272143,272660,166581,158536
213656,272143,96210,336245,313431,206763
213657,160417,236171,162300,272143,225463
213658,64329,233658,87224,160417,336380
213659,324329,288440,202320,208145,208430
213660,257291,0,160974,233688,124748
213661,218337,272143,158536,162655,124749
213662,0,96210,292390,54496,160557
213663,285808,303565,206606,272143,162655
213664,214206,289090,270229,199198,288435
213665,313996,324823,70215,36605,87224
213666,162655,199198,273395,160417,64329
213667,225019,87224,161506,271261,119193
213668,289090,336221,336223,119193,211442
213669,124228,123290,123818,156381,36394
213670,250043,87194,119193,50569,250063
213671,156447,108858,237822,218028,297711
213672,0,96210,54496,292390,160557
213673,159938,64329,183176,300470,297639
213674,243328,336254,183176,158719,283791
213675,289090,270229,348112,159938,208531
213676,160417,277107,272143,166581,64329
213677,286321,284410,124228,58580,209013
213678,272143,64329,225055,160417,224658
213679,243328,160417,336476,307823,331780
213680,123818,282964,70335,157076,123290
213681,272143,175040,166581,160417,224658
213682,123564,303331,124350,31520,240233
213683,272143,285808,162655,160417,206606
213684,0,54496,96210,292390,168623
213685,160417,156624,162655,218337,272143
213686,215993,156355,288435,313431,324823
213687,324823,272143,160417,301030,161425
213688,348111,336476,324823,224658,172576
213689,198659,62701,159790,162300,87224
213690,324823,36605,160417,284583,272660
213691,225019,206785,324823,63307,205973
213692,272143,162655,199198,160417,64329
213693,272143,160417,156447,166581,300470
213694,202320,70429,73506,218028,277107
213695,272143,285808,160417,175040,64329
213696,336380,233658,83534,332385,128551
213697,162655,313431,160417,166581,271551
213698,87224,289090,272143,160131,324823
213699,285808,272143,160417,162655,206606
213700,272143,162655,198659,273395,160417
213701,162655,64329,198659,160417,324823
213702,71608,225019,65991,208981,224000
213703,199198,64329,166581,324823,162655
213704,207994,324823,162655,225055,285808
213705,160417,337441,162655,272143,336245
213706,324823,225019,48403,336223,285808
213707,87224,87228,175040,324823,354086
213708,160417,162655,160974,162765,272143
213709,87213,255354,166129,199474,284802
213710,225019,277107,336254,313431,272143
213711,0,96210,54496,160557,168623
213712,324823,276970,160417,162655,160131
213713,160417,156624,285343,272143,225463
213714,160974,160417,198144,119193,272143
213715,285808,272143,198659,162655,324823
213716,160417,285808,272143,162655,206606
213717,336220,336223,235870,324823,156560
213718,160417,272143,160974,158536,166283
213719,0,235616,20691,288440,96210
213720,272143,285808,160417,162655,206606
213721,31520,233658,133160,87224,272143
213722,270229,59057,31836,133160,336221
213723,162655,199198,64329,160417,273395
213724,118391,215993,124176,285435,183176
213725,0,96210,292390,54496,160557
213726,272143,162655,198659,160417,288980
213727,234813,289090,272143,284583,160940
213728,257291,166377,276970,225010,272143
213729,234698,336223,324823,271261,119193
213730,205846,159196,156624,233658,160131
213731,288440,96210,337441,59057,159529
213732,160417,218337,297949,208145,272143
213733,159938,336223,59057,324823,336220
213734,235616,289090,234269,50644,87224
213735,162655,272143,285808,218337,158536
213736,272143,273395,199198,158536,285808
213737,162655,160974,272143,158536,124228
213738,64329,166581,162655,160417,273395
213739,272143,160417,31836,162655,123757
213740,289126,272218,234267,276946,156624
213741,160417,160974,272143,158536,199198
213742,160417,162655,160974,156808,272143
213743,272143,162655,199198,160417,64329
213744,156843,235440,58580,111043,313431
213745,324823,336221,225055,285808,224658
213746,272143,31836,160417,87224,162655
213747,160417,162655,160974,272143,162765
213748,0,54496,96210,292390,160557
213749,272143,225055,119193,160417,348111
213750,198659,162655,64329,160417,273395
213751,272143,156624,218337,285343,160417
213752,273395,166581,64329,65991,272143
213753,182394,160417,199198,166580,206168
213754,162655,160417,271551,64329,313431
213755,324823,70999,175040,124350,224658
213756,324823,303331,338339,233658,285808
213757,156624,218337,160417,160715,158082
213758,162655,272143,160417,225055,64329
213759,64329,324823,166581,162655,224658
213760,160417,273395,198659,288435,162655
213761,31836,235230,59057,336221,225019
213762,175040,324823,285343,289090,156447
213763,166581,324823,285808,36605,301030
213764,272143,285808,160417,206606,162655
213765,272143,160417,285808,162655,206606
213766,47854,39894,63307,206785,183176
213767,162655,160417,313431,271551,64329
213768,161506,303180,272143,59057,233595
213769,162655,166581,160417,64329,324823
213770,214206,336476,198659,270229,272143
213771,161439,293301,236171,257291,289126
213772,235616,289090,272143,156624,233658
213773,160417,162655,156624,272143,124748
213774,160417,162655,160974,162765,272143
213775,162655,158536,272143,160974,218337
213776,0,54496,292390,96210,160557
213777,289090,111043,271261,225463,234813
213778,313431,285343,166581,206168,338340
213779,324823,272143,162655,337441,336245
213780,324823,160417,336223,234813,96210
213781,160974,162655,0,160417,124748
213782,233658,118391,324823,198820,128957
213783,202416,64409,65991,235824,225055
213784,160417,162655,160974,272143,162765
213785,160417,156624,162300,162765,124350
213786,64329,58580,300470,65991,162655
213787,160940,289090,214097,119193,83534
213788,160417,162655,64329,271551,313431
213789,70214,0,234698,272143,162655
213790,65991,58580,202416,199372,271261
213791,160417,272143,160974,158536,64329
213792,283505,234006,289090,87192,208562
213793,156447,285808,156723,276970,257291
213794,283658,51755,0,156624,100798
213795,208981,235616,277492,218028,183176
213796,159938,59681,65991,31836,234813
213797,0,54496,96210,292390,160557
213798,38625,207994,65991,225010,166129
213799,272143,64329,160417,162655,87224
213800,271551,225463,162655,64329,225055
213801,160417,162655,272143,156624,158536
213802,271261,331116,59057,48403,336221
213803,160417,272143,162655,273395,64329
213804,0,160974,162655,352983,234698
213805,160417,214206,272143,277068,31836
213806,59758,225055,16129,38625,303199
213807,175040,313431,224658,337735,300470
213808,215993,111043,289090,336220,128260
213809,236171,225010,225463,235689,158192
213810,235230,283996,50823,160132,330745
213811,313431,285342,183176,338350,96755
213812,87174,157770,354389,87231,233658
213813,202320,207981,225019,202388,70429
213814,36605,124176,129165,124749,348113
213815,272143,162655,31836,276970,324823
213816,162655,160417,166581,271551,313431
213817,272143,324823,225055,224658,64329
213818,215993,160974,162655,156808,156447
213819,272143,160417,162655,285808,206606
213820,272143,285808,160417,162655,206606
213821,162655,158536,272143,160974,218337
213822,297906,272143,162655,209653,119193
213823,0,160557,96210,54496,292390
213824,156447,285343,211442,315146,218028
213825,214206,63307,161506,141004,288320
213826,225019,272143,63307,161580,271551
213827,270799,271551,285377,128957,70033
213828,124734,160940,324823,96480,97616
213829,207982,203890,285808,272143,124228
213830,285719,157078,124228,140528,156654
213831,272143,162655,199198,160417,64329
213832,160417,158536,336380,272143,162655
213833,160417,162655,160974,272143,87224
213834,124350,123614,95977,140985,123818
213835,336223,208531,336221,36162,235616
213836,124350,123613,235689,124549,124749
213837,175040,277067,58580,207469,160417
213838,198659,59057,48403,162655,336221
213839,285808,70035,87224,272143,162655
213840,124748,119193,63307,48403,31836
213841,160417,218337,162655,272143,288980
213842,64329,272143,235616,352902,313920
213843,272143,162655,160417,285808,206606
213844,87224,87231,160129,272143,87205
213845,272143,162655,199198,160417,273395
213846,206606,272143,160417,273395,64329
213847,166581,285808,272143,336220,128260
213848,225019,87224,48403,160417,324823
213849,313431,156619,70646,214800,58606
213850,162655,233742,160417,288440,96210
213851,160417,218337,272143,162655,156624
213852,324823,124352,156624,233717,224658
213853,272143,303565,159177,160131,59057
213854,272143,175040,215993,183176,235616
213855,336380,162300,338340,141004,123613
213856,162655,271551,160417,313431,235230
213857,272143,233658,285808,166581,303565
213858,0,54496,96210,124337,233688
213859,160417,162655,225019,145472,160974
213860,160417,124228,162655,156624,272143
213861,160417,272143,162655,285808,206606
213862,160417,237524,156624,276970,214206
213863,160417,160974,272143,285343,96210
213864,272143,285808,206606,162655,273395
213865,324823,199474,218337,160131,108858
213866,0,96210,54496,292390,160557
213867,224658,87224,156624,324823,160417
213868,158192,234267,129029,235230,285298
213869,0,96210,292390,54496,160557
213870,272143,224658,64329,16129,324823
213871,156624,272143,160417,202637,87224
213872,285808,324823,225055,64329,162655
213873,293514,313920,48403,159529,57616
213874,108858,132634,225019,119193,336223
213875,161506,285719,156623,63307,300470
213876,272143,175040,160417,166581,224658
213877,272143,160417,285808,162655,199198
213878,272143,273395,160417,162655,198659
213879,160974,123818,123290,124228,124352
213880,0,96210,54496,292390,160557
213881,160715,272143,218337,162655,285808
213882,272143,64329,208531,324823,234698
213883,324823,175040,108857,119488,272143
213884,160417,272143,214206,277068,31836
213885,162655,158536,272143,160974,0
213886,83534,289126,123613,234267,156355
213887,272143,162655,199198,160417,64329
213888,162655,87224,162765,272143,218337
213889,162655,198659,36162,272761,337082
213890,160417,276970,162655,236207,272143
213891,324823,208430,64329,293050,161602
213892,63307,31836,83534,352983,272143
213893,272143,160417,285808,162655,206606
213894,162655,160417,160974,272143,162300
213895,272143,160417,31836,162655,119193
213896,0,96210,54496,292390,160557
213897,68924,158047,271551,57771,348111
213898,337441,272143,20691,64329,198659
213899,214206,156624,57616,348112,235230
213900,160417,162655,272143,124749,313996
213901,272143,284547,129029,199197,160417
213902,162655,272143,218337,160974,162765
213903,183176,119534,313431,272143,208360
213904,0,292390,96210,54496,160557
213905,206606,285808,166585,175040,225055
213906,160417,162655,64329,198659,199198
213907,64329,160417,324823,166581,162655
213908,0,96210,54496,292390,160557
213909,0,96210,292390,54496,160557
213910,300470,272143,160417,166581,58580
213911,183176,283505,215993,233688,120967
213912,289126,233717,272143,58606,62764
213913,160417,160974,272143,158536,64329
213914,160417,272143,160974,166283,158536
213915,124228,168623,160417,96755,308907
213916,156355,161506,158906,225019,207963
213917,70215,245161,158882,157478,338350
213918,207982,198144,156447,215993,159200
213919,337082,355163,159938,235028,96755
213920,160417,160974,156447,158536,124748
213921,70215,166581,160131,272143,284410
213922,0,96210,292390,54496,160557
213923,160417,156447,272143,285343,160131
213924,0,96210,292390,54496,160557
213925,198659,225019,87224,285343,337082
213926,272143,162655,160417,288980,64329
213927,272143,160417,162655,285808,206606
213928,162655,160417,64329,198659,313431
213929,160417,272143,162655,285808,199198
213930,160417,162655,156624,224658,158882
213931,272143,225055,225019,162655,119193
213932,0,54496,96210,292390,160557
213933,124350,108856,272218,313996,160940
213934,337441,162655,160417,64329,198659
213935,198659,182394,224658,162655,160417
213936,160417,234813,31520,87224,233658
213937,283238,337735,284985,124749,272218
213938,87224,215861,160417,272143,199198
213939,87224,303331,233658,285808,324823
213940,160417,162655,272143,156624,158536
213941,160417,162655,160974,273395,64329
213942,234813,160417,162655,234269,119193
213943,0,292390,96210,54496,160557
